,A/C,ABS,Adjustable Driver Seat,Alternator (Amps),Arm-rest,Axle Configuration,Axle Types,Battery(Volts),Body Brakes,Body Material,Body Option,Brakes,Bulker Air Inlet Pipe,Bulker Discharge Pipe,Bulker Electricals,Bulker Equipments,Bulker Pressure,Bulker Type,Cabin Type,Canopy Length,Chassis,Chassis Type,Clutch,Company,Cruise Control,Displacement (cc),Driver Information Display,Electricals,Emission Norms,Engine,Engine Cylinders,Engine Displacement,External/Interior Surface,Floor Material,Floor Type,Fog Lights,Front Axle,Front Suspension,Front Tyre,Fuel Tank (Litres),Fuel Type,GVW / GCW (Kgs),Gearbox,Gradeability (%),Ground Clearance (mm),Height {mm (ft.)},Hill Hold,Kerb Weight (Kgs),Landing Gear,Length {mm (ft.)},Loading Platform Area(Sq.ft),Max Power,Max Speed (km/h),Max Torque,Mileage,Model,Navigation System,No. Of Axles,No. Of Valves,Number of Tyre,Overall Height (mm),Overall Length (mm),Overall Width (mm),Parking Brakes,Payload (Kgs),Power Steering,Pump Type,Rear Axle,Rear Board Material,Rear Suspension,Rear Tyre,Refrigerating Unit,Seat Belts,Seat Type,Seating Capacity,Side Board Material,Size (Cu. M),Steering,Telematics,Temperature Range,Tiltable Cabin,Tiltable Steering,Transmission,Tubeless Tyres,Turning Radius (mm),Water Tank Capacity (KL),Water Tank Type,Wheelbase (mm),Width {mm (ft.)}
308,No ,No ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day and Sleeper Cabin ,No ,Yes ,Chassis with Cabin ,395 mm Hydraulically actuated push type with clutch booster ,EICHER,Yes ,5700 cc,Yes ,24V ,BS-IV ,E694 5.7 liters CRS with EGR Technology ,6,,No ,No ,No ,Yes ,Reverse Elliot I Beam ,Semi-elliptical laminated leaf springs ,10 x 20 ,220 Ltr,,18100,6-Speed ,43,252,,No ,,No ,,,192 bhp  ,60,715 Nm  ,,PRO-5019T,No ,No ,No ,,,,,Yes ,,Yes ,No ,Heavy duty fully floating type ,No ,Semi-elliptical laminated leaf springs ,10 x 20 ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,,Yes ,Manual ,No ,6900,No ,No ,3485 mm,
309,Yes ,Yes ,Yes ,,Yes ,6x4 ,No ,,No ,No ,Trailer Body ,Disc Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,"430 mm dia., Single Plate dry type ",SCANIA,Yes ,12700 cc,Yes ,No ,E-III ,"Scania DC 13, Turbocharged, with in-built Retarde ",6,,No ,No ,No ,Yes ,"Forged ""I"" beam reverse Elliot type Axle ",Parabolic Leaf springs Suspension ,12.00 R 20 ,500 Ltr,,150000,14-Speed ,12,300,No ,Yes ,10150,No ,No ,,460bhp  ,80,2250Nm  ,,G460-PULLER,No ,No ,No ,,3392,7365,2550,Yes ,139850 Kgs,Yes ,No ,"First rear Axle: Single reduction Hypoid gears Axle, Second rear Axle: Tandem Axl ",No ,Parabolic Leaf springs suspension ,12.00 R 20 ,No ,Yes ,Standard ,,No ,No ,Power ,No ,No ,Yes ,Yes ,Semi Automatic ,Yes ,7250,No ,No ,4023 mm,No 
310,,No ,No ,,No ,4x2 ,No ,,Hydraulic Vacuum assisted ,No ,Deck Body ,Hydraulic Vaccum Assisted on all Wheels with Auto Slack adjuster ,No ,No ,No ,No ,,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Diaphragm Type ,SML-ISUZU,No ,3455 cc,No ,No ,BS-IV ,Dedicated CNG ,4,,No ,No ,No ,No ,"Forged ""I"" beam reverse Elliot type Axle ",Semi Elliptical type Multi leaf spring ,8.25 X 16 - 16 PR ,90 Ltr,,5990,5-Speed ,28,228,1695 (5.6) ,No ,3000,No ,4260(14) ,,100.5bhp  ,95,249 Nm  ,,SARTAJ-CNG,No ,No ,No ,,2092,5974,2200,Yes ,4560 Kgs,Optional ,No ,Full floating banjo type Axle ,No ,Semi Elliptical type Multi leaf spring ,8.25 X 16 - 16 PR ,No ,Yes ,Standard ,,No ,No ,Recirculation Ball Type ,No ,No ,,No ,Manual ,No ,3200,No ,No ,3335 mm,2080 (6.8) 
311,Optional ,,Yes ,,No ,,No ,24V (2 X12 V) ,No ,No ,Box body ,,No ,No ,No ,No ,No ,No ,Day and Sleeper Cabin ,No ,Yes ,Chassis with Cabin ,395 mm ,MAHINDRA,No ,7200 cc,Yes ,,BS-IV ,mPower 7.2 ltr FuelSmart ,,,No ,No ,No ,No ,,,295/90R 20 + 10R 20 ,330 Ltr,Diesel ,40200,6-Speed ,17.5,,,No ,,No ,,,273 bhp  ,80,950 Nm  ,,BLAZO-X-40,No ,No ,No ,18,,,,Yes ,,Yes ,No ,"Single reduction, fully floating axle shaft ",No ,,295/90R 20 + 10R 20 ,No ,Yes ,Standard ,D + 2 ,No ,No ,Power Steering ,No ,No ,,Yes ,Manual ,,,No ,No ,3600 mm,
312,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cabin ,380 mm dia axial spring with ceramic lining and clutch booster ,ASHOK-LEYLAND,No ,0 cc,Yes ,2 X 12V ,BS-IV ,H series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,Forged I Beam - Reverse Elliot Type ,Parabolic ,10 x 20-16PR ,400 Ltr,,35000,6-Speed ,,,No ,Yes ,,No ,No ,,180Bhp  ,,660 Nm  ,,U-3518,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Fully floating, single speed, hypoid with 6.5:1 RAR ",No ,"Semi-elliptical, multileaf ",10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
313,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cabin ,380 mm dia single plate dry type with clutch booster ,ASHOK-LEYLAND,No ,0 cc,Yes ,2 X 12V ,BS-IV ,H series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,Twin steerable ,Semi-elliptical multileaf ,10 x 20-16PR ,400 Ltr,,31000,6-Speed ,,,No ,Yes ,,No ,No ,,180 Bhp  ,,660 Nm  ,,3118-XL1,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Heavy duty fully floating, single speed hypoid ",No ,Semi-elliptic multileaf ,10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
314,Yes ,Yes ,No ,,No ,8x4 ,No ,,. ,No ,Rock/Scoop Body ,Air Brakes ,No ,No ,No ,No ,. ,No ,Day and Sleeper Cabin ,No ,Yes ,Chassis with Cabin ,"Single Plate – Pull Type, power assisted, 430 mm diameter ",EICHER,No ,7700 cc,Yes ,24 V ,BS-IV ,Heavy duty turbocharger and intercooler in-line direct injection with SCR technology ,6,,No ,No ,No ,No ,Heavy duty forged I-beam Reverse Elliot type axle with stabilizer bar ,Parabolic suspension with double-action shock absorbers and stabilizer bar ,12 x 20 ,315 Ltr,,31000,9-Speed ,51,306,,No ,,Yes ,,,330 bhp  ,77,1200 Nm  ,,PRO-8031XM,No ,No ,No ,,3732,9075,2596,Yes ,,Yes ,No ,Heavy duty axle with hub reduction and two stage differential lock and stabilizer bar ,No ,Heavy duty inverted bogie suspension with conventional multi-leaf spring and upward U-bolt ,12 x 20 ,No ,No ,Mechanical ,,No ,No ,Power Steering ,YES ,No ,Yes ,Yes ,Manual ,No ,9875,No ,No ,5285 mm,
315,No ,No ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day and Sleeper Cabin ,No ,Yes ,Chassis with Cabin ,Hydraulically actuated push type with clutch booster 380 mm ,EICHER,Yes ,5700 cc,Yes ,24V ,BS-IV ,E694 5.7 liters CRS with EGR Technology ,6,,No ,No ,No ,Yes ,Reverse Elliot I-beam ,Semi-elliptical laminated leaf spring ,10R20 - 16PR ,415 Ltr,,40200,6-Speed ,17.5,,,No ,,No ,,,192 bhp  ,73,715 Nm  ,,PRO-5040,No ,No ,No ,,,,,Yes ,,Yes ,No ,Heavy duty fully floating ,No ,Semi-elliptical laminated leaf spring ,10R20 - 16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,,Yes ,Manual ,No ,,No ,No ,3175 mm,
316,No ,No ,Yes ,,,,No ,,No ,No ,Deck Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,Yes ,,Single Plate Dry Friction 310 ,TATA,No ,0 cc,No ,12V ,BS-IV ,497 TCIC CRX ,,,No ,No ,No ,No ,"Heavy Duty Forges I Beam, Reverse Elliot Type ",Semi-elliptical Leaf Springs & Hydraulic Double Acting Telescopic Type Shock Absorber ,7.50 x 16 - 16 PR ,160 Ltr,,8720,6-Speed ,30,205,,No ,,No ,,,123.2 bhp  ,,400 Nm  ,,LPT-810-CRX,No ,No ,No ,,603,4381,2042,Yes ,,Yes ,No ,"Single Reduction Hypoid Gears, Fully Floating Axle ",No ,Semi-elliptical Leaf Springs with Auxiliary springs & Hydraulic Double Acting Telescopic Type Shock Absorber ,7.50 x 16 - 16 PR ,No ,Yes ,Standard ,,No ,No ,Power Steering ,,No ,No ,Yes ,Manual ,,6150,No ,No ,3400 mm,
317,,,,,,,,,,,Customizable ,Hydraulic Brakes ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,EICHER,,3298 cc,,,BS-IV ,E483 Tci ECRS with New Rating ,,,,,,,,,,,,11950,,,220,,,,,,,91bhp  ,,300Nm  ,,1110-E2-PLUS-WT,,,,,2555,6850,2491,,,,,,,,,,,,,,,Manual Steering ,,,,,Manual ,,14800,,,3800 mm,
318,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cowl ,"380 mm dia, single plate dry type with clutch booster ",ASHOK-LEYLAND,No ,0 cc,Yes ,2 X 12V ,BS-IV ,H series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,"Forged I beam, reverse Elliot type ",Semi-elliptic multileaf ,10 x 20-16PR ,400 Ltr,,40000,6-Speed ,,,No ,Yes ,,No ,No ,,180 Bhp  ,,660 Nm  ,,4019,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Heavy duty fully floating, single speed hypoid ",No ,Semi-elliptic multileaf ,10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
319,No ,No ,No ,,No ,,,12 V 50 Ah ,,,,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,"Multi-disc, wet type ",PIAGGIO,No ,435 cc,Yes ,,BS-IV ,"Single Cylinder, Naturally Aspirated, Air Cooled, Diesel DI Compression Ignition Engine ",1,,,,,No ,,Hydraulic Telescopic Shock Absorber with Helical Spring ,4.50 x 10 8 PR ,10.5 Ltr,,752,Constant Mesh ,18,240,,No ,452,,,,8.05 bhp  ,,21 Nm  ,,APE-DXL,No ,,,,1950,3120,1465,Yes ,,No ,,,,Hydraulic Telescopic Shock Absorber with Rubber compression Spring ,4.50 x 10 8 PR ,,No ,Standard ,D+3 ,,,Handle Bar ,No ,,No ,No ,Manual ,No ,,,,2100 mm,
320,Yes ,Yes ,Yes ,,Yes ,6x2 ,semitralier ,,No ,No ,Trailer Body ,Disc Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,Automatic ,SCANIA,Yes ,13000 cc,Yes ,No ,E-III ,"Scania DC 13, Turbocharged, with in-built Retarder. ",6,,No ,No ,No ,No ,"Forged ""I"" beam reverse Elliot type Axle ",Parabolic Leaf springs Suspension ,295/80 R 22.5 ,600 Ltr,,44000,14-Speed ,39,260,No ,Yes ,8410,No ,No ,,410bhp  ,100,2100Nm  ,,P410-6X2,No ,3,No ,,3080,6665,2490,Yes ,35590 Kgs,Yes ,No ,"First rear Axle: Single reduction Hypoid gears Axle,Second rear Axle: Liftable Tag Axle ",No ,Air suspension ,295/80 R 22.5 ,No ,Yes ,Standard ,,No ,No ,Power ,No ,No ,Yes ,Yes ,Semi Automatic ,No ,6400,No ,No ,3750 mm,No 
321,No ,Yes ,,,,,No ,,No ,No ,Rock/Scoop Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,"Single plate, Power Assisted ",MAN,No ,6900 cc,No ,2X 12V ,BS-IV ,"Di, Turbo Charged Intercooled ",6,,No ,No ,No ,Yes ,"Heavy Duty Straight Forged I-Beam type, Maintence free Hub Bearings ",Semi Eiliptical Leaf springs with Double Acting Shock absorbers ,11.00 X 20 ,200 Ltr,,31000,9-Speed ,48,385,No ,No ,16770,No ,No ,,300bhp  ,60,1150 Nm  ,,CLA-31300-EVO-8X4,No ,No ,No ,,,8262,,No ,14230 Kgs,Yes ,No ,Man planetary Tandem Bogie With Hub Reduction Interaxle & stabliser bar ,No ,Heavy duty Boige Type Suspension ,11.00 X 20 ,No ,Yes ,Standard ,,No ,No ,Power Steering ,,No ,No ,,Manual ,,10000,No ,No ,5300 mm,No 
322,Yes ,Yes ,Yes ,,Yes ,4x2 ,semitralier ,,No ,No ,Trailer Body ,Disc Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,Automatic ,SCANIA,Yes ,13000 cc,Yes ,No ,E-III ,"Scania DC 13, Turbocharged, with in-built Retarder. ",6,,No ,No ,No ,No ,"Forged ""I"" beam reverse Elliot type Axle ",Parabolic Leaf springs Suspension ,295/80 R 22.5 ,1000 Ltr,,40200,14-Speed ,37,260,No ,Yes ,7485,No ,No ,,360bhp  ,110,2100Nm  ,,P360,No ,3,No ,,3084,5805,2600,Yes ,32715 Kgs,Yes ,No ,Single reduction Hypoid gears Axle ,No ,Air suspension ,295/80 R 22.5 ,No ,Yes ,Standard ,,No ,No ,,No ,No ,Yes ,Yes ,Semi Automatic ,No ,6800,No ,No ,3550 mm,No 
323,Yes ,Yes ,Yes ,,Yes ,6x4 ,No ,,No ,No ,Trailer Body ,Air Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,"430 mm dia., Single Plate dry type ",SCANIA,Yes ,16000 cc,Yes ,No ,E-V ,"Scania DC 16 V8, Turbocharged, SCR and with in-built Retarder ",8,,No ,No ,No ,No ,"Forged ""I"" beam reverse Elliot type Axle ",Parabolic Leaf springs Suspension ,12.00 R 20 ,500 Ltr,,150000,14-Speed ,13,280,No ,Yes ,10471,No ,No ,,500bhp  ,70,2400Nm  ,,R500-V8-PULLER,No ,3,No ,,3459,7421,2550,Yes ,139529 Kgs,Yes ,No ,"First rear Axle: Single reduction Hypoid gears Axle,Second rear Axle: Tandem Axle ",No ,Parabolic Leaf springs suspension ,12.00 R 20 ,No ,Yes ,Standard ,,No ,No ,,No ,No ,Yes ,Yes ,Semi Automatic ,Yes ,8000,No ,No ,4023 mm,No 
324,Optional ,Yes ,Yes ,,No ,D+2 ,No ,,No ,No ,Rock/Scoop Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,"395 mm Diaphragm type,Single Plate dry clutch ",MAHINDRA,No ,7200 cc,Yes ,24V (2x12) ,BS-IV ,mPower 7.2 ltr FuelSmart ,,,No ,No ,No ,No ,,Semi Elliptical Leaf Spring with shock absorber ,11x20 16PR/18PR ,235 Ltr,Diesel ,28000,9-Speed ,44,250,,No ,,No ,,,273 bhp  ,60,950 Nm  ,,BLAZO-X-25-9S,No ,No ,No ,10,,,,Yes ,,Yes ,No ,Tandem Banjo Type Single Reduction ,No ,Inverted leaf Bogie ,11.00 X 20-16PR ,No ,Yes ,Standard ,,No ,16,Power Steering ,No ,No ,,Yes ,Manual ,,,No ,No ,4250 mm,
325,No ,Yes ,Yes ,,No ,. ,NA ,,NA ,NA ,Customizable ,Air Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,NA ,Chassis with Cabin ,275 mm dia. ,EICHER,No ,0 cc,Yes ,12 V ,BS-IV ,E483-CNG-62-4 ,4,,NA ,NA ,NA ,No ,,Semi-elliptical laminated leaves (with shock absorber) ,7.50 x 16 - 16PR ,270 Ltr,,7450,5-Speed ,17,210,NA ,NA ,,NA ,4300(14.1) ,,83 bhp  ,,230 Nm  ,,PRO-1075-CNG,No ,NA ,NA ,,,,,Yes ,,Optional ,NA ,,NA ,Semi-elliptical laminated leaves ,7.50 X 16 - 16PR ,NA ,Yes ,Standard ,,NA ,NA ,Tilt and telescopic manual steering ,,NA ,. ,Yes ,Manual ,Yes ,,NA ,NA ,3515 mm,2007(6.6) 
326,No ,No ,No ,,No ,,,48 V 100/120 Ah ,,,,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,LOHIA,No ,0 cc,Yes ,,BS-IV ,,,,,,,No ,,Telescopic Suspension ,100/90x17 6 PR ,,,351,,,235,,No ,,,,,,25,,,COMFORT,No ,,,,1800,,1000,Yes ,400 Kgs,No ,,,,Leaf spring & Hydraulic Shock absorber ,100/90x17 6 PR ,,No ,Standard ,D+4 ,,,Handle Bar ,No ,,No ,No ,,No ,,,,2035 mm,
327,No ,No ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day and Sleeper Cabin ,No ,Yes ,Chassis with Cabin ,395 mm Hydraulically actuated push type with clutch booster ,EICHER,Yes ,5700 cc,Yes ,24V ,BS-IV ,E694 5.7 liters CRS with i3 EGR Technology ,6,,No ,No ,No ,Yes ,Reverse Elliot I Beam ,Semi-elliptical laminated leaf springs ,295/80R22.5 ,395 Ltr,,28000,6-Speed ,22,,,No ,,No ,,,192 bhp  ,,715 Nm  ,,PRO-5028,No ,No ,No ,,,,,Yes ,,Yes ,No ,Heavy duty fully floating type ,No ,Semi-elliptical laminated leaf springs with bell crank mechanism ,10R20 - 16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,,Yes ,Manual ,No ,,No ,No ,4900 mm,
328,Yes ,Yes ,Yes ,,No ,6x2 ,No ,,No ,No ,Refrigerated Van ,Air Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,,Chassis with Cabin ,"380 mm dia Singledry plate, with damper s PR ings ",HINO,No ,7684 cc,No ,No ,E-III ,"Hino J08E, DI Turbocharged Intercooled, Common Rail ",6,,No ,No ,No ,No ,"Forged ""I"" beam reverse Elliot type Axle, ",Semi elliptical leaf springs Suspension ,10 x 20 - 16 PR ,200 Ltr,,25000,6-Speed ,30,250,No ,No ,,No ,6400 (21) ,,210bhp  ,88,661Nm  ,,500-FL8J,No ,No ,No ,,2695,8480,2460,Yes ,,Yes ,No ,"First rear Axle: Single reduction Axle,Second rear Axle:Single Speed Hypoid Gear Axle ",No ,Heavy Duty Bogie Suspension ,10 R 20-16 PR ,No ,Yes ,Standard ,,No ,,,No ,No ,Yes ,Yes ,Manual ,No ,8400,No ,No ,4780 mm,No 
329,Yes ,Yes ,Yes ,,No ,6x4 ,,,Air Brakes ,No ,Customizable ,Drum Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,,Chassis with Cabin ,"Single asbestos free disc, 430mm ",KAMAZ,No ,11760 cc,Yes ,24 V ,E-III ,Kamaz-740.60.360 ,8,,No ,No ,No ,No ,Heavy duty reverse elliot forged I beam type ,Semi elliptic multi leaf with Hydraulic double acting shock absorber ,12*20 18 PR ,350 Ltr,,49000,16-Speed ,18,310,,No ,10200,No ,,,355 bhp  ,80,1570Nm  ,,6460-6X4,No ,3,No ,,3250,6580,2500,Yes ,38800 Kgs,Yes ,No ,Rear fully floating tandem Axle hub reduction ,No ,Fully articualted inverted semi-elliptical leaf spring on tandum bogies turnnion with torque rods ,12*20 18 PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,Yes ,Manual ,No ,7000,No ,No ,3735 mm,
330,No ,Yes ,,,,,No ,,No ,No ,Rock/Scoop Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,"Single plate, Power Assisted ",MAN,No ,6900 cc,No ,2X 12V ,BS-IV ,"Di, Turbo Charged Intercooled ",6,,No ,No ,No ,Yes ,"Heavy Duty Straight Forged I-Beam type, Maintence free Hub Bearings ",Semi Eiliptical Leaf springs with Double Acting Shock absorbers ,11.00 X 20 ,300 Ltr,,25000,9-Speed ,63,385,No ,No ,13860,No ,No ,,300bhp  ,63,1150 Nm  ,,CLA-25300-EVO-6X4,No ,No ,No ,,,7487,,No ,11140 Kgs,Yes ,No ,Man planetary Tandem Bogie With Hub Reduction Interaxle & stabliser bar ,No ,Heavy duty Boige Type Suspension ,11.00 X 20 ,No ,Yes ,Standard ,,No ,No ,Power Steering ,,No ,No ,,Manual ,,8500,No ,No ,4525 mm,No 
331,Yes ,No ,Yes ,,No ,6x4 ,No ,,Spring Actuated ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,Singledry Plate Coil Spring Type Clutch With Hydro Pneumatically Operated ,AMW,No ,5883 cc,No ,24 V ,BS-III ,"CuMmins - B5.9 215HP, DI - TurboCharged after Cooled ",6,,No ,No ,No ,Yes ,Forged I Beam - Reverse Elliot Type ,Semi Elliptical Leaf Springs ,10 x 20 - 16PR ,220 Ltr,,25000,9-Speed ,52.3,282,No ,No ,7790,No ,No ,,235bhp  ,78,836Nm  ,,2523-TP,No ,No ,No ,,2700,7085,2475,Spring Actuated On Rear Axles ,17210 Kgs,Yes ,No ,Fully Floating Rear Axle With Hypoid Bevel Gears For Forward Rear Axle & Heavy Duty Tubular Trailing Dummy Axle ,No ,Fully Articulated Inverted Semi Elliptical ,10.00 X 20 – 16PR ,No ,Yes ,Standard ,,No ,16,Adjustable Steering ,No ,No ,Yes ,Yes ,Manual ,No ,4405,No ,No ,4300 mm,No 
332,No ,Yes ,Yes ,,Yes ,6x4 ,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,. ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,380 mm dia with clutch booster and ceramic lined disc ,ASHOK-LEYLAND,No ,0 cc,Yes ,24V ,BS-IV ,"N series turbocharged intercooled, CRS engine ",6,,No ,No ,No ,Yes ,"Forged 'I' section, Reverse Elliot type ","Semi-elliptic, multileaf with anti-roll bar and shock absorbers ",11 x 20 - 16PR ,208 Ltr,,25000,9-Speed ,. ,. ,No ,Yes ,6000,No ,No ,,230bhp  ,. ,800Nm  ,. ,CAPTAIN-2523-HR,No ,. ,No ,,. ,,. ,Yes ,19000 Kgs,Yes ,No ,"Fully floating, single speed, hypoid with 7.20:1 RAR ",No ,Bogie suspension with V-rod ,11 x 20 - 16PR ,No ,Yes ,Standard ,,No ,14,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,. ,No ,No ,0 mm,No 
333,,No ,Yes ,,No ,,,,"Vaccum assisted , automatic type installed as std. fitment ",NA ,Deck Body ,Air Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,,Chassis with Cabin ,310 mm dia ,EICHER,No ,0 cc,Yes ,12 V 70 Amp ,BS-IV ,E483 4Cyl 2V CRS Engine ,4,,NA ,NA ,NA ,No ,,Semi-elliptical laminated leaves (with shock absorber) ,8.25 X 16 - 16 PR ,60 Ltr,,8750,5-Speed ,44,220,,No ,,NA ,3680(12) ,,114 bhp  ,,400 Nm  ,,PRO-1080XPDSD,No ,,NA ,,,,,Yes ,,Yes ,NA ,,NA ,Semi-elliptical laminated leaves (with shock absorber) ,8.25 X 16 - 16 PR ,NA ,Yes ,Standard ,,NA ,,Tilt and telescopic steering power steering ,No ,NA ,,Yes ,Manual ,Yes ,,NA ,NA ,2815 mm,2007(6.6) 
334,No ,Yes ,Yes ,,Yes ,,. ,,Air Brakes ,NA ,Deck Body ,Hydraulic Brakes ,NA ,NA ,NA ,NA ,. ,NA ,Sleeper Cabin ,NA ,. ,Chassis with Cabin ,260 mm single plate diaphragam ,SML-ISUZU,No ,3455 cc,Yes ,. ,BS-IV ,4-Cylinder In-line Direct Injec on / Common Rail Direct Injec on Diesel Turbo-charger with Inter-cooler ,4,,NA ,NA ,NA ,Yes ,,Semi elliptical with mult leaf spring ,8.25' x 16' - 16 PR ,90 Ltr,,5990,5-Speed ,,,580(1.90) ,No ,,. ,3510(11.51) ,,99.1bhp  ,,310 Nm  ,,SARTAJ-59-XM,No ,. ,NA ,,,,,Yes ,,Optional ,NA ,,NA ,Semi elliptical with mult leaf spring ,8.25' x 16' - 16 PR ,NA ,Yes ,Standard ,,NA ,,Mechanical Steering ,No ,NA ,Yes ,Yes ,Manual ,Yes ,5500,NA ,NA ,2815 mm,1860(6.16) 
335,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cabin ,"380 mm dia with ceramic facing and higher clamp load, ",ASHOK-LEYLAND,No ,0 cc,Yes ,2 x 12 V ,BS-IV ,N series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,Forged I beam - Reverse Elliot type with anti roll bar ,Semi elliptic multileaf ,10 x 20-16PR ,400 Ltr,,37000,8-Speed ,,,No ,Yes ,,No ,No ,,230 Bhp  ,,800 Nm  ,,CAPTAIN-3723,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Fully floating, single speed hypoid ",No ,Semi elliptic multileaf ,10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
336,No ,Yes ,Yes ,,No ,6x4 ,,24,,,Customizable ,Pneumatic foot operated dual line brakes ,,,,,,,Day Cabin ,,Yes ,Chassis with Cabin ,Single dry plate hydraulic control ,BHARAT-BENZ,No ,7200 cc,Yes ,,BS-VI ,OM926 ,6,,,,,,IF 7.0 ,Parabolic type leaf spring with 2 hydraulic shock absorbers ,11x20 ,215 Ltr,Diesel ,28000,9-Speed ,60.3,282,,,,,,,281 bhp  ,60,1100 Nm  ,,2828C-BS6,No ,,,10,2955,7185/7485(RMC) ,2490,Yes ,,Yes ,,RA 1 IRT 390-11 ,,Bogie Suspension ,11x20 ,,Yes ,Standard ,D+1 ,,14 Cum Scoop/16 Cum Box ,Power Steering ,,,,No ,Manual ,No ,8100,,,4275 mm,
337,No ,Yes ,,,,,No ,,No ,No ,Customizable body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,"Single plate, Power Assisted ",MAN,No ,6900 cc,No ,2X 12V ,BS-IV ,"Di, Turbo Charged Intercooled ",6,,No ,No ,No ,Yes ,"Heavy Duty Straight Forged I-Beam type, Maintence free Hub Bearings ",Prabolic Leaf springs with Double Acting Shock absorbers ,10R20 ,300 Ltr,,49000,9-Speed ,22,277,No ,No ,7900,No ,No ,,300bhp  ,80,1150 Nm  ,,CLA-49300-EVO-6X4,No ,No ,No ,,,6630,,No ,41100 Kgs,Yes ,No ,Fully floating single speed Hypoid Axle ,No ,Bell Crank Type Suspension ,10R20 ,No ,Yes ,Standard ,,No ,No ,Power Steering ,,No ,No ,,Manual ,,7500,No ,No ,3890 mm,No 
